"","zip","county","avg_Math","avg_Eng","avg_Sci","AlgI","AlgII","BioI","Chemistry","ELA","EngI","EngII","EngIII","Math","Science","Enrollment","Pct_Black","Pct_Hispanic","Pct_Native_American","Pct_EL","Pct_SWD","Pct_ED","Per_Pupil_Expenditures","Pct_BHN","ACT_Composite","Pct_Chronically_Absent","Pct_Suspended","Pct_Expelled","Graduation","Dropout","CORE_region","primary_city","state","latitude","longitude","irs_estimated_population_2014"
"263",37404,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.03,-85.27,12270
"264",37405,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.12,-85.41,13330
"265",37406,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.06,-85.25,10610
"266",37407,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35,-85.29,8660
"267",37408,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.03,-85.31,1570
"268",37409,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.01,-85.34,2870
"269",37410,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35,-85.31,2940
"270",37411,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.03,-85.23,15740
"271",37412,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35,-85.23,20420
"272",37414,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.06,-85.25,691
"273",37415,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.12,-85.28,20370
"274",37416,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.1,-85.18,13160
"275",37419,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.04,-85.4,5630
"276",37421,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.03,-85.15,44090
"277",37422,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.06,-85.25,698
"278",37424,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.06,-85.25,657
"279",37450,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.06,-85.25,22
"280",37765,"Hancock County",39.2333333333333,41.725,29.6333333333333,51.3,38.2,32,14.3,26.2,57.3,53.2,30.2,28.2,42.6,946,0.6,0.7,0.2,0.4,20.1,81.6,9762.1,1.5,17.4,18.6,0.8,0,89.5,7.9,"First TN CORE","Kyles Ford","TN",36.57,-83.06,390
"281",37869,"Hancock County",39.2333333333333,41.725,29.6333333333333,51.3,38.2,32,14.3,26.2,57.3,53.2,30.2,28.2,42.6,946,0.6,0.7,0.2,0.4,20.1,81.6,9762.1,1.5,17.4,18.6,0.8,0,89.5,7.9,"First TN CORE","Sneedville","TN",36.53,-83.21,3620
"282",38008,"Hardeman County",44.4333333333333,43.125,41.4,52.4,32.9,47,27.2,36.3,61.2,50.8,24.2,48,50,3679,53.5,1.7,0.1,0,15.2,81.8,9820.7,55.3,17.7,12.5,8.7,0.1,86.3,11.8,"Southwest/Memphis CORE","Bolivar","TN",35.26,-88.99,7950
"283",38039,"Hardeman County",44.4333333333333,43.125,41.4,52.4,32.9,47,27.2,36.3,61.2,50.8,24.2,48,50,3679,53.5,1.7,0.1,0,15.2,81.8,9820.7,55.3,17.7,12.5,8.7,0.1,86.3,11.8,"Southwest/Memphis CORE","Grand Junction","TN",35.04,-89.18,1780
"284",38042,"Hardeman County",44.4333333333333,43.125,41.4,52.4,32.9,47,27.2,36.3,61.2,50.8,24.2,48,50,3679,53.5,1.7,0.1,0,15.2,81.8,9820.7,55.3,17.7,12.5,8.7,0.1,86.3,11.8,"Southwest/Memphis CORE","Hickory Valley","TN",35.15,-89.12,660
"285",38044,"Hardeman County",44.4333333333333,43.125,41.4,52.4,32.9,47,27.2,36.3,61.2,50.8,24.2,48,50,3679,53.5,1.7,0.1,0,15.2,81.8,9820.7,55.3,17.7,12.5,8.7,0.1,86.3,11.8,"Southwest/Memphis CORE","Hornsby","TN",35.22,-88.83,720
"286",38052,"Hardeman County",44.4333333333333,43.125,41.4,52.4,32.9,47,27.2,36.3,61.2,50.8,24.2,48,50,3679,53.5,1.7,0.1,0,15.2,81.8,9820.7,55.3,17.7,12.5,8.7,0.1,86.3,11.8,"Southwest/Memphis CORE","Middleton","TN",35.06,-88.89,3250
"287",38061,"Hardeman County",44.4333333333333,43.125,41.4,52.4,32.9,47,27.2,36.3,61.2,50.8,24.2,48,50,3679,53.5,1.7,0.1,0,15.2,81.8,9820.7,55.3,17.7,12.5,8.7,0.1,86.3,11.8,"Southwest/Memphis CORE","Pocahontas","TN",35.05,-88.81,750
"288",38067,"Hardeman County",44.4333333333333,43.125,41.4,52.4,32.9,47,27.2,36.3,61.2,50.8,24.2,48,50,3679,53.5,1.7,0.1,0,15.2,81.8,9820.7,55.3,17.7,12.5,8.7,0.1,86.3,11.8,"Southwest/Memphis CORE","Saulsbury","TN",35.04,-89.08,990
"289",38075,"Hardeman County",44.4333333333333,43.125,41.4,52.4,32.9,47,27.2,36.3,61.2,50.8,24.2,48,50,3679,53.5,1.7,0.1,0,15.2,81.8,9820.7,55.3,17.7,12.5,8.7,0.1,86.3,11.8,"Southwest/Memphis CORE","Whiteville","TN",35.32,-89.14,3140
"290",38377,"Hardeman County",44.4333333333333,43.125,41.4,52.4,32.9,47,27.2,36.3,61.2,50.8,24.2,48,50,3679,53.5,1.7,0.1,0,15.2,81.8,9820.7,55.3,17.7,12.5,8.7,0.1,86.3,11.8,"Southwest/Memphis CORE","Silerton","TN",35.34,-88.8,0
"291",38381,"Hardeman County",44.4333333333333,43.125,41.4,52.4,32.9,47,27.2,36.3,61.2,50.8,24.2,48,50,3679,53.5,1.7,0.1,0,15.2,81.8,9820.7,55.3,17.7,12.5,8.7,0.1,86.3,11.8,"Southwest/Memphis CORE","Toone","TN",35.35,-88.95,1280
"292",38326,"Hardin County",54.1,55.5,56.5333333333333,57.6,61.3,57.4,49.2,43.6,72.4,58.4,47.6,43.4,63,3474,5.9,2.3,0.4,0.2,17.4,75.1,8709.4,8.6,18.9,17.5,2.8,0.4,91,3.7,"Southwest/Memphis CORE","Counce","TN",35.03,-88.29,1990
"293",38327,"Hardin County",54.1,55.5,56.5333333333333,57.6,61.3,57.4,49.2,43.6,72.4,58.4,47.6,43.4,63,3474,5.9,2.3,0.4,0.2,17.4,75.1,8709.4,8.6,18.9,17.5,2.8,0.4,91,3.7,"Southwest/Memphis CORE","Crump","TN",35.23,-88.32,460
"294",38361,"Hardin County",54.1,55.5,56.5333333333333,57.6,61.3,57.4,49.2,43.6,72.4,58.4,47.6,43.4,63,3474,5.9,2.3,0.4,0.2,17.4,75.1,8709.4,8.6,18.9,17.5,2.8,0.4,91,3.7,"Southwest/Memphis CORE","Morris Chapel","TN",35.31,-88.35,830
"295",38365,"Hardin County",54.1,55.5,56.5333333333333,57.6,61.3,57.4,49.2,43.6,72.4,58.4,47.6,43.4,63,3474,5.9,2.3,0.4,0.2,17.4,75.1,8709.4,8.6,18.9,17.5,2.8,0.4,91,3.7,"Southwest/Memphis CORE","Pickwick Dam","TN",35.05,-88.23,245
"296",38370,"Hardin County",54.1,55.5,56.5333333333333,57.6,61.3,57.4,49.2,43.6,72.4,58.4,47.6,43.4,63,3474,5.9,2.3,0.4,0.2,17.4,75.1,8709.4,8.6,18.9,17.5,2.8,0.4,91,3.7,"Southwest/Memphis CORE","Saltillo","TN",35.37,-88.21,510
"297",38372,"Hardin County",54.1,55.5,56.5333333333333,57.6,61.3,57.4,49.2,43.6,72.4,58.4,47.6,43.4,63,3474,5.9,2.3,0.4,0.2,17.4,75.1,8709.4,8.6,18.9,17.5,2.8,0.4,91,3.7,"Southwest/Memphis CORE","Savannah","TN",35.22,-88.23,14290
"298",38376,"Hardin County",54.1,55.5,56.5333333333333,57.6,61.3,57.4,49.2,43.6,72.4,58.4,47.6,43.4,63,3474,5.9,2.3,0.4,0.2,17.4,75.1,8709.4,8.6,18.9,17.5,2.8,0.4,91,3.7,"Southwest/Memphis CORE","Shiloh","TN",35.11,-88.36,250
"299",38475,"Hardin County",54.1,55.5,56.5333333333333,57.6,61.3,57.4,49.2,43.6,72.4,58.4,47.6,43.4,63,3474,5.9,2.3,0.4,0.2,17.4,75.1,8709.4,8.6,18.9,17.5,2.8,0.4,91,3.7,"Southwest/Memphis CORE","Olivehill","TN",35.26,-88.04,540
"300",37642,"Hawkins County",58.4,54.15,56.5,69.7,51.4,58.4,45.3,45.7,70.3,55.5,45.1,54.1,65.8,6900,1.9,2.5,0.3,0.3,15.5,61.6,9131.7,4.7,19.3,13.5,5.1,0.2,91.5,5,"First TN CORE","Church Hill","TN",36.52,-82.71,12530
"301",37645,"Hawkins County",58.4,54.15,56.5,69.7,51.4,58.4,45.3,45.7,70.3,55.5,45.1,54.1,65.8,6900,1.9,2.5,0.3,0.3,15.5,61.6,9131.7,4.7,19.3,13.5,5.1,0.2,91.5,5,"First TN CORE","Mount Carmel","TN",36.56,-82.65,4850
"302",37711,"Hawkins County",58.4,54.15,56.5,69.7,51.4,58.4,45.3,45.7,70.3,55.5,45.1,54.1,65.8,6900,1.9,2.5,0.3,0.3,15.5,61.6,9131.7,4.7,19.3,13.5,5.1,0.2,91.5,5,"First TN CORE","Bulls Gap","TN",36.26,-83.07,4110
"303",37731,"Hawkins County",58.4,54.15,56.5,69.7,51.4,58.4,45.3,45.7,70.3,55.5,45.1,54.1,65.8,6900,1.9,2.5,0.3,0.3,15.5,61.6,9131.7,4.7,19.3,13.5,5.1,0.2,91.5,5,"First TN CORE","Eidson","TN",36.5,-83.08,530
"304",37811,"Hawkins County",58.4,54.15,56.5,69.7,51.4,58.4,45.3,45.7,70.3,55.5,45.1,54.1,65.8,6900,1.9,2.5,0.3,0.3,15.5,61.6,9131.7,4.7,19.3,13.5,5.1,0.2,91.5,5,"First TN CORE","Mooresburg","TN",36.34,-83.22,2680
"305",37857,"Hawkins County",58.4,54.15,56.5,69.7,51.4,58.4,45.3,45.7,70.3,55.5,45.1,54.1,65.8,6900,1.9,2.5,0.3,0.3,15.5,61.6,9131.7,4.7,19.3,13.5,5.1,0.2,91.5,5,"First TN CORE","Rogersville","TN",36.4,-83,16540
"306",37873,"Hawkins County",58.4,54.15,56.5,69.7,51.4,58.4,45.3,45.7,70.3,55.5,45.1,54.1,65.8,6900,1.9,2.5,0.3,0.3,15.5,61.6,9131.7,4.7,19.3,13.5,5.1,0.2,91.5,5,"First TN CORE","Surgoinsville","TN",36.47,-82.85,3350
"307",38012,"Haywood County",44.7,41.925,39.2,57.6,32,46.1,28,33.9,61.6,43.6,28.6,44.5,43.5,2879,63.2,7,0,1.9,14.4,75.7,9888.4,70.2,17.4,13.1,3,0,85.2,7.6,"Southwest/Memphis CORE","Brownsville","TN",35.59,-89.25,12610
"308",38069,"Haywood County",44.7,41.925,39.2,57.6,32,46.1,28,33.9,61.6,43.6,28.6,44.5,43.5,2879,63.2,7,0,1.9,14.4,75.7,9888.4,70.2,17.4,13.1,3,0,85.2,7.6,"Southwest/Memphis CORE","Stanton","TN",35.46,-89.4,2110
"309",38328,"Henderson County",82.1666666666667,65.975,67.1,86,88.4,76.4,53.7,53.3,81.1,77.7,51.8,72.1,71.2,3781,8.1,2.2,0,0,14.5,61.4,8412.5,10.3,19.5,10.8,0,0,96.4,2.4,"Southwest/Memphis CORE","Darden","TN",35.63,-88.23,720
"310",38345,"Henderson County",82.1666666666667,65.975,67.1,86,88.4,76.4,53.7,53.3,81.1,77.7,51.8,72.1,71.2,3781,8.1,2.2,0,0,14.5,61.4,8412.5,10.3,19.5,10.8,0,0,96.4,2.4,"Southwest/Memphis CORE","Huron","TN",35.58,-88.5,1660
"311",38351,"Henderson County",82.1666666666667,65.975,67.1,86,88.4,76.4,53.7,53.3,81.1,77.7,51.8,72.1,71.2,3781,8.1,2.2,0,0,14.5,61.4,8412.5,10.3,19.5,10.8,0,0,96.4,2.4,"Southwest/Memphis CORE","Lexington","TN",35.65,-88.39,15410
"312",38368,"Henderson County",82.1666666666667,65.975,67.1,86,88.4,76.4,53.7,53.3,81.1,77.7,51.8,72.1,71.2,3781,8.1,2.2,0,0,14.5,61.4,8412.5,10.3,19.5,10.8,0,0,96.4,2.4,"Southwest/Memphis CORE","Reagan","TN",35.51,-88.35,1590
"313",38371,"Henderson County",82.1666666666667,65.975,67.1,86,88.4,76.4,53.7,53.3,81.1,77.7,51.8,72.1,71.2,3781,8.1,2.2,0,0,14.5,61.4,8412.5,10.3,19.5,10.8,0,0,96.4,2.4,"Southwest/Memphis CORE","Sardis","TN",35.44,-88.29,1030
"314",38374,"Henderson County",82.1666666666667,65.975,67.1,86,88.4,76.4,53.7,53.3,81.1,77.7,51.8,72.1,71.2,3781,8.1,2.2,0,0,14.5,61.4,8412.5,10.3,19.5,10.8,0,0,96.4,2.4,"Southwest/Memphis CORE","Scotts Hill","TN",35.51,-88.23,1620
"315",38388,"Henderson County",82.1666666666667,65.975,67.1,86,88.4,76.4,53.7,53.3,81.1,77.7,51.8,72.1,71.2,3781,8.1,2.2,0,0,14.5,61.4,8412.5,10.3,19.5,10.8,0,0,96.4,2.4,"Southwest/Memphis CORE","Wildersville","TN",35.78,-88.36,1410
"316",38222,"Henry County",68.3333333333333,64,73.7,78.5,57.9,83.8,59.2,52.7,76.6,70.3,56.4,68.6,78.1,2946,7.2,2.3,0.1,0,12.9,60.3,9285,9.6,19.6,8.4,0.3,0,92,6.2,"Northwest CORE","Buchanan","TN",36.42,-88.17,2150
"317",38223,"Henry County",68.3333333333333,64,73.7,78.5,57.9,83.8,59.2,52.7,76.6,70.3,56.4,68.6,78.1,2946,7.2,2.3,0.1,0,12.9,60.3,9285,9.6,19.6,8.4,0.3,0,92,6.2,"Northwest CORE","Como","TN",36.28,-88.5,62
"318",38224,"Henry County",68.3333333333333,64,73.7,78.5,57.9,83.8,59.2,52.7,76.6,70.3,56.4,68.6,78.1,2946,7.2,2.3,0.1,0,12.9,60.3,9285,9.6,19.6,8.4,0.3,0,92,6.2,"Northwest CORE","Cottage Grove","TN",36.37,-88.47,840
"319",38231,"Henry County",68.3333333333333,64,73.7,78.5,57.9,83.8,59.2,52.7,76.6,70.3,56.4,68.6,78.1,2946,7.2,2.3,0.1,0,12.9,60.3,9285,9.6,19.6,8.4,0.3,0,92,6.2,"Northwest CORE","Henry","TN",36.2,-88.41,1470
"320",38236,"Henry County",68.3333333333333,64,73.7,78.5,57.9,83.8,59.2,52.7,76.6,70.3,56.4,68.6,78.1,2946,7.2,2.3,0.1,0,12.9,60.3,9285,9.6,19.6,8.4,0.3,0,92,6.2,"Northwest CORE","Mansfield","TN",36.18,-88.28,580
"321",38242,"Henry County",68.3333333333333,64,73.7,78.5,57.9,83.8,59.2,52.7,76.6,70.3,56.4,68.6,78.1,2946,7.2,2.3,0.1,0,12.9,60.3,9285,9.6,19.6,8.4,0.3,0,92,6.2,"Northwest CORE","Paris","TN",36.3,-88.3,16510
"322",38251,"Henry County",68.3333333333333,64,73.7,78.5,57.9,83.8,59.2,52.7,76.6,70.3,56.4,68.6,78.1,2946,7.2,2.3,0.1,0,12.9,60.3,9285,9.6,19.6,8.4,0.3,0,92,6.2,"Northwest CORE","Puryear","TN",36.44,-88.33,2340
"323",38256,"Henry County",68.3333333333333,64,73.7,78.5,57.9,83.8,59.2,52.7,76.6,70.3,56.4,68.6,78.1,2946,7.2,2.3,0.1,0,12.9,60.3,9285,9.6,19.6,8.4,0.3,0,92,6.2,"Northwest CORE","Springville","TN",36.25,-88.15,2510
"324",37025,"Hickman County",40.3,49.5,55.7666666666667,40.2,22.6,54.2,45.1,48.9,60.3,57.5,31.3,58.1,68,3439,3.2,1.7,0.5,0.6,18.1,69.1,8965.8,5.4,18.4,17.3,1.6,0,92.5,5.2,"South Central CORE","Bon Aqua","TN",35.94,-87.34,5400
"325",37033,"Hickman County",40.3,49.5,55.7666666666667,40.2,22.6,54.2,45.1,48.9,60.3,57.5,31.3,58.1,68,3439,3.2,1.7,0.5,0.6,18.1,69.1,8965.8,5.4,18.4,17.3,1.6,0,92.5,5.2,"South Central CORE","Centerville","TN",35.79,-87.44,6110
"326",37098,"Hickman County",40.3,49.5,55.7666666666667,40.2,22.6,54.2,45.1,48.9,60.3,57.5,31.3,58.1,68,3439,3.2,1.7,0.5,0.6,18.1,69.1,8965.8,5.4,18.4,17.3,1.6,0,92.5,5.2,"South Central CORE","Lyles","TN",35.87,-87.32,4550
"327",37137,"Hickman County",40.3,49.5,55.7666666666667,40.2,22.6,54.2,45.1,48.9,60.3,57.5,31.3,58.1,68,3439,3.2,1.7,0.5,0.6,18.1,69.1,8965.8,5.4,18.4,17.3,1.6,0,92.5,5.2,"South Central CORE","Nunnelly","TN",35.89,-87.52,2140
"328",37140,"Hickman County",40.3,49.5,55.7666666666667,40.2,22.6,54.2,45.1,48.9,60.3,57.5,31.3,58.1,68,3439,3.2,1.7,0.5,0.6,18.1,69.1,8965.8,5.4,18.4,17.3,1.6,0,92.5,5.2,"South Central CORE","Only","TN",35.87,-87.65,120
"329",38454,"Hickman County",40.3,49.5,55.7666666666667,40.2,22.6,54.2,45.1,48.9,60.3,57.5,31.3,58.1,68,3439,3.2,1.7,0.5,0.6,18.1,69.1,8965.8,5.4,18.4,17.3,1.6,0,92.5,5.2,"South Central CORE","Duck River","TN",35.71,-87.35,860
"330",37061,"Houston County",59.8,54.975,55.4666666666667,58.6,64.9,69.4,34,44.5,60.4,66.4,48.6,55.9,63,1298,5.1,2.2,0.7,0,16.3,56.7,9187.7,8,19.2,26.3,0.2,0,95.8,3.1,"Mid Cumberland CORE","Erin","TN",36.31,-87.7,4050
"331",37175,"Houston County",59.8,54.975,55.4666666666667,58.6,64.9,69.4,34,44.5,60.4,66.4,48.6,55.9,63,1298,5.1,2.2,0.7,0,16.3,56.7,9187.7,8,19.2,26.3,0.2,0,95.8,3.1,"Mid Cumberland CORE","Stewart","TN",36.32,-87.89,790
"332",37178,"Houston County",59.8,54.975,55.4666666666667,58.6,64.9,69.4,34,44.5,60.4,66.4,48.6,55.9,63,1298,5.1,2.2,0.7,0,16.3,56.7,9187.7,8,19.2,26.3,0.2,0,95.8,3.1,"Mid Cumberland CORE","Tennessee Ridge","TN",36.31,-87.76,1910
"333",37078,"Humphreys County",47.0666666666667,60.175,62.5,51.7,38.2,74.1,45.6,47,77.1,73.8,42.8,51.3,67.8,2738,4.6,1.9,0.4,0.4,15.6,58,8856.2,6.9,18.9,13.5,1.5,0.1,84.5,9.4,"Mid Cumberland CORE","Hurricane Mills","TN",35.94,-87.76,570
"334",37101,"Humphreys County",47.0666666666667,60.175,62.5,51.7,38.2,74.1,45.6,47,77.1,73.8,42.8,51.3,67.8,2738,4.6,1.9,0.4,0.4,15.6,58,8856.2,6.9,18.9,13.5,1.5,0.1,84.5,9.4,"Mid Cumberland CORE","Mc Ewen","TN",36.1,-87.63,5440
"335",37134,"Humphreys County",47.0666666666667,60.175,62.5,51.7,38.2,74.1,45.6,47,77.1,73.8,42.8,51.3,67.8,2738,4.6,1.9,0.4,0.4,15.6,58,8856.2,6.9,18.9,13.5,1.5,0.1,84.5,9.4,"Mid Cumberland CORE","New Johnsonville","TN",36.01,-87.95,2760
"336",37185,"Humphreys County",47.0666666666667,60.175,62.5,51.7,38.2,74.1,45.6,47,77.1,73.8,42.8,51.3,67.8,2738,4.6,1.9,0.4,0.4,15.6,58,8856.2,6.9,18.9,13.5,1.5,0.1,84.5,9.4,"Mid Cumberland CORE","Waverly","TN",36.09,-87.78,7060
"337",38545,"Jackson County",41.5,49.55,61.2,45.9,33.3,68.9,50,42.8,61.8,47.3,46.3,45.3,64.7,1505,0.9,1.5,0.3,0,19.7,83.4,9165.8,2.7,18.4,8.2,0,0,87.4,8.4,"Upper Cumberland CORE","Bloomington Springs","TN",36.22,-85.66,1030
"338",38562,"Jackson County",41.5,49.55,61.2,45.9,33.3,68.9,50,42.8,61.8,47.3,46.3,45.3,64.7,1505,0.9,1.5,0.3,0,19.7,83.4,9165.8,2.7,18.4,8.2,0,0,87.4,8.4,"Upper Cumberland CORE","Gainesboro","TN",36.36,-85.65,4650
"339",38564,"Jackson County",41.5,49.55,61.2,45.9,33.3,68.9,50,42.8,61.8,47.3,46.3,45.3,64.7,1505,0.9,1.5,0.3,0,19.7,83.4,9165.8,2.7,18.4,8.2,0,0,87.4,8.4,"Upper Cumberland CORE","Granville","TN",36.27,-85.74,400
"340",38588,"Jackson County",41.5,49.55,61.2,45.9,33.3,68.9,50,42.8,61.8,47.3,46.3,45.3,64.7,1505,0.9,1.5,0.3,0,19.7,83.4,9165.8,2.7,18.4,8.2,0,0,87.4,8.4,"Upper Cumberland CORE","Whitleyville","TN",36.48,-85.7,780
"341",37725,"Jefferson County",61.4333333333333,56.375,62.7333333333333,80.4,53.7,76.5,49.5,40.9,76.4,70.1,38.1,50.2,62.2,7136,3.2,7,0.3,3.8,12.6,62.1,8627.7,10.5,19.5,13.2,1.8,0,89.7,7.8,"East TN CORE","Dandridge","TN",36.02,-83.41,14390
"342",37760,"Jefferson County",61.4333333333333,56.375,62.7333333333333,80.4,53.7,76.5,49.5,40.9,76.4,70.1,38.1,50.2,62.2,7136,3.2,7,0.3,3.8,12.6,62.1,8627.7,10.5,19.5,13.2,1.8,0,89.7,7.8,"East TN CORE","Jefferson City","TN",36.11,-83.48,10690
"343",37820,"Jefferson County",61.4333333333333,56.375,62.7333333333333,80.4,53.7,76.5,49.5,40.9,76.4,70.1,38.1,50.2,62.2,7136,3.2,7,0.3,3.8,12.6,62.1,8627.7,10.5,19.5,13.2,1.8,0,89.7,7.8,"East TN CORE","New Market","TN",36.09,-83.55,6710
"344",37871,"Jefferson County",61.4333333333333,56.375,62.7333333333333,80.4,53.7,76.5,49.5,40.9,76.4,70.1,38.1,50.2,62.2,7136,3.2,7,0.3,3.8,12.6,62.1,8627.7,10.5,19.5,13.2,1.8,0,89.7,7.8,"East TN CORE","Strawberry Plains","TN",36.06,-83.68,7810
"345",37890,"Jefferson County",61.4333333333333,56.375,62.7333333333333,80.4,53.7,76.5,49.5,40.9,76.4,70.1,38.1,50.2,62.2,7136,3.2,7,0.3,3.8,12.6,62.1,8627.7,10.5,19.5,13.2,1.8,0,89.7,7.8,"East TN CORE","White Pine","TN",36.09,-83.29,5680
"346",37640,"Johnson County",55.5666666666667,47.6,56.4333333333333,74.7,40,65.2,33.3,49.8,67.1,50,23.5,52,70.8,2069,0.7,3.8,0.2,1.3,18.5,80.9,10449.2,4.7,19.2,12.3,0,0,98.6,0.7,"First TN CORE","Butler","TN",36.31,-82,2600
"347",37680,"Johnson County",55.5666666666667,47.6,56.4333333333333,74.7,40,65.2,33.3,49.8,67.1,50,23.5,52,70.8,2069,0.7,3.8,0.2,1.3,18.5,80.9,10449.2,4.7,19.2,12.3,0,0,98.6,0.7,"First TN CORE","Laurel Bloomery","TN",36.58,-81.73,540
"348",37683,"Johnson County",55.5666666666667,47.6,56.4333333333333,74.7,40,65.2,33.3,49.8,67.1,50,23.5,52,70.8,2069,0.7,3.8,0.2,1.3,18.5,80.9,10449.2,4.7,19.2,12.3,0,0,98.6,0.7,"First TN CORE","Mountain City","TN",36.47,-81.8,8500
"349",37688,"Johnson County",55.5666666666667,47.6,56.4333333333333,74.7,40,65.2,33.3,49.8,67.1,50,23.5,52,70.8,2069,0.7,3.8,0.2,1.3,18.5,80.9,10449.2,4.7,19.2,12.3,0,0,98.6,0.7,"First TN CORE","Shady Valley","TN",36.51,-81.92,770
"350",37691,"Johnson County",55.5666666666667,47.6,56.4333333333333,74.7,40,65.2,33.3,49.8,67.1,50,23.5,52,70.8,2069,0.7,3.8,0.2,1.3,18.5,80.9,10449.2,4.7,19.2,12.3,0,0,98.6,0.7,"First TN CORE","Trade","TN",36.34,-81.74,640
"351",37721,"Knox County",63.7,61.675,62.7666666666667,73.1,62.8,70.3,49.6,53.3,76.8,71.3,45.3,55.2,68.4,56383,16.6,7.2,0.4,4.3,13.9,40,9043,24.2,20.7,9.4,6.1,0,88.7,7.4,"East TN CORE","Corryton","TN",36.12,-83.8,11630
