"","zip_code","agi_range","return_count","exemption_count","dependent_count","agi_amt","salary_wages_count","salary_wages_amt","taxable_interest_count","taxable_interest_amt","ordinary_dividends_count","ordinary_dividends_amt","business_income_count","business_income_amt","farm_income_count","net_capital_gain_count","net_capital_gain_amt","taxable_IRA_dist_count","taxable_IRA_dist_amt","pension_income_count","pension_income_amt","unemployment_count","unemployment_amt","social_security_count","social_security_amt","item_deduc_count","item_deduc_amt","charitable_contribution_count","charitable_contribution_amt","mortgage_int_count","mortgage_int_amt","property_tax_count","property_tax_amt","state_local_income_tax_count","state_local_income_tax_amt","state_local_sales_tax_count","state_local_sales_tax_amt","taxable_income_count","taxable_income_amt","tot_tax_credit_count","tot_tax_credit_amt","earned_income_credit_count","earned_income_credit_amt","excess_eaned_income_credit_count","excess_eaned_income_credit_amt","tax_liability_count","tax_liability_amt","balance_due_count","balance_due_amt","refund_count","refund_amt","paid_prep_count","year"
"4431","38544","$50,000 under $75,000","420","1050","340","25329","380","21070","140","60","40","50","80","762","30","60","218","40","339","110","2061","0","0","80","960","90","1633","60","219","80","477","80","93","30","105","80","145","420","15970","210","321","0","0","0","0","410","2017","80","159","330","1084","270",2013
"4432","38544","$75,000 under $100,000","200","560","180","16865","180","12761","100","80","30","67","40","439","20","40","299","30","610","60","1484","30","133","50","977","70","1521","60","228","60","399","60","117","0","0","60","166","200","11666","110","207","0","0","0","0","190","1513","50","120","140","529","140",2013
"4433","38544","$100,000 under $200,000","120","350","130","15159","120","14861","70","134","40","85","30","1552","30","50","352","20","776","50","1696","0","0","30","791","80","2382","80","769","70","567","70","156","0","0","70","222","120","11283","60","90","0","0","0","0","120","1928","50","736","80","390","100",2013
"4434","38544","$200,000 or more","20","50","0","8001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","7264","0","0","0","0","0","0","20","2197","0","0","0","0","0",2013
"4435",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4436","38545","Total","520","1040","320","17473","440","14527","130","45","30","31","90","511","60","30","7","30","103","80","1439","30","160","50","473","60","1269","30","91","40","239","50","59","0","0","50","92","360","9122","130","120","140","331","120","283","370","1251","60","75","460","1245","350",2013
"4437","38545","$1 under $25,000","270","420","120","3395","210","2633","40","25","0","0","50","365","0","0","0","30","103","30","261","30","160","0","0","20","337","0","0","0","0","0","0","0","0","0","0","110","646","30","8","110","275","100","236","140","117","0","0","240","519","170",2013
"4438","38545","$25,000 under $50,000","130","280","80","4822","120","4171","40","9","30","31","20","173","40","30","7","0","0","30","430","0","0","30","140","0","0","0","0","0","0","0","0","0","0","0","0","130","2358","50","41","30","56","20","47","120","267","60","75","120","344","90",2013
"4439","38545","$50,000 under $75,000","70","180","60","3983","60","3473","30","4","0","0","20","-27","20","0","0","0","0","20","748","0","0","20","333","40","932","30","91","40","239","50","59","0","0","50","92","70","2352","30","34","0","0","0","0","60","291","0","0","60","187","50",2013
"4440","38545","$75,000 under $100,000","30","90","30","2707","30","2179","20","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1818","20","37","0","0","0","0","30","242","0","0","40","195","40",2013
"4441","38545","$100,000 under $200,000","20","70","30","2566","20","2071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1948","0","0","0","0","0","0","20","334","0","0","0","0","0",2013
"4442","38545","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4443",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4444","38547","Total","850","1810","590","38807","720","30476","250","197","90","154","140","1385","90","110","284","60","756","160","2911","40","135","90","978","140","2385","90","491","110","789","140","162","0","0","120","250","650","24033","280","338","190","425","150","358","640","3584","120","328","700","1945","530",2013
"4445","38547","$1 under $25,000","330","500","150","4064","240","2904","60","45","0","0","60","563","20","30","56","30","257","50","482","0","0","0","0","0","0","0","0","30","150","40","31","0","0","40","36","140","740","30","10","120","312","100","259","170","157","30","30","280","577","190",2013
"4446","38547","$25,000 under $50,000","220","490","180","8083","200","6988","50","37","40","38","50","507","40","20","20","0","0","30","399","0","0","60","426","40","511","30","143","0","0","0","0","0","0","0","0","210","4004","110","99","70","113","50","99","180","447","20","59","200","627","130",2013
"4447","38547","$50,000 under $75,000","130","340","110","7927","120","6731","40","20","30","17","0","0","0","30","36","30","499","50","919","40","135","0","0","30","440","0","0","20","188","30","25","0","0","20","46","130","5035","60","105","0","0","0","0","120","619","40","53","100","306","100",2013
"4448","38547","$75,000 under $100,000","90","260","80","7858","90","6968","40","16","0","0","30","315","30","0","0","0","0","0","0","0","0","30","552","30","486","20","122","20","141","30","30","0","0","20","59","90","5554","50","92","0","0","0","0","90","707","0","0","80","239","50",2013
"4449","38547","$100,000 under $200,000","80","220","70","10875","70","6885","60","79","20","99","0","0","0","30","172","0","0","30","1111","0","0","0","0","40","948","40","226","40","310","40","76","0","0","40","109","80","8700","30","32","0","0","0","0","80","1654","30","186","40","196","60",2013
"4450","38547","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4451",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4452","38548","Total","340","710","220","12855","290","9887","80","33","0","0","50","248","40","40","124","0","0","60","838","30","119","50","470","30","557","20","38","20","147","30","33","0","0","30","48","230","7340","90","84","100","212","80","187","230","1049","40","65","280","741","210",2013
"4453","38548","$1 under $25,000","160","260","80","1963","120","1473","40","23","0","0","30","229","0","0","0","0","0","40","517","30","119","30","97","0","0","20","38","0","0","0","0","0","0","0","0","60","342","0","0","70","155","60","137","80","68","0","0","130","287","90",2013
"4454","38548","$25,000 under $50,000","90","190","60","3087","80","2680","0","0","0","0","20","19","40","40","124","0","0","0","0","0","0","0","0","0","0","0","0","20","147","30","33","0","0","30","48","80","1484","50","28","30","57","20","50","70","165","0","0","80","243","60",2013
"4455","38548","$50,000 under $75,000","50","140","50","2872","50","2522","40","10","0","0","0","0","0","0","0","0","0","20","321","0","0","20","373","30","557","0","0","0","0","0","0","0","0","0","0","50","1796","40","56","0","0","0","0","40","214","40","65","40","123","30",2013
"4456","38548","$75,000 under $100,000","40","120","30","4933","40","3212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","3718","0","0","0","0","0","0","40","602","0","0","30","88","30",2013
"4457","38548","$100,000 under $200,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4458","38548","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4459",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4460","38549","Total","1520","3080","900","66318","1160","39458","510","535","160","375","340","3811","230","220","1486","160","1948","390","8025","140","486","280","3108","220","4309","170","955","150","1084","190","252","30","142","180","333","1020","41077","370","374","410","994","350","819","1070","8560","240","846","1210","3213","1120",2013
"4461","38549","$1 under $25,000","760","1260","360","9683","550","6472","170","166","40","45","170","1320","70","70","53","60","279","140","1375","70","236","40","75","30","457","20","45","0","0","0","0","0","0","30","26","280","1450","60","22","320","795","270","651","390","337","80","49","630","1372","530",2013
"4462","38549","$25,000 under $50,000","380","850","260","13618","300","9963","140","135","40","33","80","549","60","50","165","40","354","100","1973","40","136","100","586","60","932","40","135","50","310","60","53","0","0","50","56","360","6154","150","112","90","199","80","168","320","706","60","88","310","904","290",2013
"4463","38549","$50,000 under $75,000","190","490","150","11527","160","8264","80","129","50","80","40","474","50","40","172","20","268","60","1619","30","114","60","873","40","815","40","162","30","208","40","31","30","142","40","77","190","7136","90","136","0","0","0","0","170","872","40","83","150","503","150",2013
"4464","38549","$75,000 under $100,000","100","260","60","9046","80","5329","60","42","0","0","50","1468","50","30","182","40","1047","50","1736","0","0","50","953","40","876","30","225","30","293","40","43","0","0","30","73","100","6364","40","64","0","0","0","0","100","873","30","67","70","242","80",2013
"4465","38549","$100,000 under $200,000","90","220","70","22444","70","9430","60","63","30","217","0","0","0","30","914","0","0","40","1322","0","0","30","621","50","1229","40","388","40","273","50","125","0","0","30","101","90","19973","30","40","0","0","0","0","90","5772","30","559","50","192","70",2013
"4466","38549","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4467",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4468","38551","Total","1610","3270","1070","51267","1250","36201","490","573","130","270","380","3527","140","150","415","100","1155","330","5991","140","479","220","2034","170","3091","100","331","80","542","110","165","0","0","120","218","980","26828","370","349","520","1264","450","1072","1050","4171","190","439","1310","3694","1000",2013
"4469","38551","$1 under $25,000","890","1580","540","10920","650","7511","190","238","40","60","210","1485","50","50","53","30","141","150","1455","80","285","40","79","30","529","0","0","0","0","0","0","0","0","20","21","290","1568","60","15","410","1043","360","880","430","374","60","59","750","1878","550",2013
"4470","38551","$25,000 under $50,000","410","910","300","14331","340","10960","130","130","60","150","90","567","40","40","87","50","451","100","1911","30","91","100","582","50","848","40","123","30","211","50","59","0","0","40","61","390","6468","160","115","110","221","90","192","320","740","50","69","350","1069","250",2013
"4471","38551","$50,000 under $75,000","170","420","130","10157","140","7699","90","118","0","0","40","420","20","30","5","0","0","40","1244","30","103","40","519","40","763","30","84","30","197","40","57","0","0","30","56","160","6328","90","120","0","0","0","0","160","804","30","100","130","420","110",2013
"4472","38551","$75,000 under $100,000","80","200","50","6566","70","4489","40","61","30","60","40","1055","30","30","270","20","563","20","553","0","0","40","854","20","414","30","124","0","0","0","0","0","0","30","80","80","4708","40","50","0","0","0","0","80","675","30","69","50","164","50",2013
"4473","38551","$100,000 under $200,000","60","160","50","9293","50","5542","40","26","0","0","0","0","0","0","0","0","0","20","828","0","0","0","0","30","537","0","0","20","134","20","49","0","0","0","0","60","7756","20","49","0","0","0","0","60","1578","20","142","30","163","40",2013
"4474","38551","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4475",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4476","38552","Total","160","300","80","5460","120","4688","50","12","0","0","0","0","0","20","17","0","0","20","386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","3099","40","33","30","72","20","58","120","398","0","0","130","326","120",2013
"4477","38552","$1 under $25,000","60","100","30","701","40","515","0","0","0","0","0","0","0","20","17","0","0","20","386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","114","0","0","30","72","20","58","30","20","0","0","50","108","40",2013
"4478","38552","$25,000 under $50,000","50","90","20","1731","40","1423","50","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","926","40","33","0","0","0","0","40","112","0","0","40","102","40",2013
"4479","38552","$50,000 under $75,000","50","110","30","3028","40","2750","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","2059","0","0","0","0","0","0","50","266","0","0","40","116","40",2013
"4480","38552","$75,000 under $100,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4481","38552","$100,000 under $200,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4482","38552","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4483",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4484","38553","Total","880","1940","680","28870","670","21375","200","109","60","57","200","1861","90","60","284","30","413","180","2806","70","257","110","1026","120","2265","80","339","80","562","90","94","0","0","90","178","560","14260","250","223","280","771","240","626","600","2083","100","174","730","2118","530",2013
"4485","38553","$1 under $25,000","450","830","280","5996","310","4088","80","60","30","35","120","1080","30","40","128","30","413","70","633","40","156","30","53","20","279","0","0","0","0","0","0","0","0","0","0","160","1013","50","11","200","578","170","472","230","257","50","52","370","966","250",2013
"4486","38553","$25,000 under $50,000","250","610","220","8841","210","7015","50","21","30","22","50","512","40","0","0","0","0","50","809","30","101","40","231","40","719","50","213","50","383","40","36","0","0","60","101","220","3807","110","83","80","193","70","154","190","465","30","65","220","706","160",2013
"4487","38553","$50,000 under $75,000","100","280","100","6129","90","4817","30","7","0","0","30","269","0","20","156","0","0","30","559","0","0","40","742","20","466","0","0","0","0","20","23","0","0","0","0","100","3677","60","80","0","0","0","0","100","446","0","0","90","264","60",2013
"4488","38553","$75,000 under $100,000","50","130","40","4254","40","3034","40","21","0","0","0","0","20","0","0","0","0","30","805","0","0","0","0","40","801","30","126","30","179","30","35","0","0","30","77","50","3011","30","49","0","0","0","0","50","422","20","57","50","182","40",2013
"4489","38553","$100,000 under $200,000","30","90","40","3650","20","2421","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","2752","0","0","0","0","0","0","30","493","0","0","0","0","20",2013
"4490","38553","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4491",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4492","38554","Total","320","680","210","10389","270","7274","70","17","0","0","40","298","0","0","0","0","0","60","1359","40","118","40","379","30","481","0","0","0","0","20","24","0","0","0","0","210","5074","70","59","100","245","90","209","220","723","30","33","270","695","200",2013
"4493","38554","$1 under $25,000","170","320","100","2161","140","1622","40","4","0","0","40","298","0","0","0","0","0","40","574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","301","0","0","80","192","90","209","80","61","30","33","150","334","110",2013
"4494","38554","$25,000 under $50,000","80","190","60","2860","70","2198","0","0","0","0","0","0","0","0","0","0","0","0","0","40","118","40","379","30","481","0","0","0","0","20","24","0","0","0","0","80","1258","50","30","20","53","0","0","70","136","0","0","70","212","50",2013
"4495","38554","$50,000 under $75,000","40","100","50","2158","30","1493","30","13","0","0","0","0","0","0","0","0","0","20","785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","1324","20","29","0","0","0","0","40","188","0","0","30","74","20",2013
"4496","38554","$75,000 under $100,000","30","70","0","3210","30","1961","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","2191","0","0","0","0","0","0","30","338","0","0","20","75","20",2013
"4497","38554","$100,000 under $200,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4498","38554","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4499",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4500","38555","Total","7500","14920","4710","302389","5940","194257","2060","2577","900","3973","1330","22520","150","820","6524","820","12361","1640","36745","330","1303","1210","14456","1050","22487","820","6235","770","5668","910","1277","80","281","890","2001","5080","179410","2050","1880","2090","5186","1850","4504","5070","30890","1070","3586","6100","16439","4140",2013
"4501","38555","$1 under $25,000","3690","6120","2110","46430","2870","35219","540","448","220","415","700","3994","30","190","24","240","1328","500","4416","170","600","160","268","120","1990","80","237","80","481","100","103","0","0","100","117","1380","7988","410","116","1570","4051","1410","3530","1680","1482","270","202","3200","7300","1920",2013
"4502","38555","$25,000 under $50,000","1930","4130","1320","68179","1620","52349","500","438","190","403","250","1836","40","150","361","190","1623","450","8260","100","427","430","2674","240","3798","170","610","160","975","180","158","0","0","210","306","1830","32312","830","614","520","1135","440","974","1540","3717","230","311","1670","5012","1030",2013
"4503","38555","$50,000 under $75,000","890","2120","570","54798","710","37533","380","425","150","442","140","1829","40","150","533","150","1922","290","7667","30","119","280","4065","230","4143","180","860","180","1163","200","205","40","78","200","379","890","34770","390","514","0","0","0","0","870","4525","200","460","670","1710","530",2013
"4504","38555","$75,000 under $100,000","450","1170","330","38597","350","23661","250","203","120","477","80","1467","0","110","744","100","1990","180","6539","30","157","160","3135","150","2915","120","681","120","834","140","175","0","0","120","334","450","27429","200","304","0","0","0","0","450","3799","120","378","310","869","280",2013
"4505","38555","$100,000 under $200,000","420","1040","260","54156","300","28223","290","644","150","1149","110","4667","40","150","1852","110","3816","190","8822","0","0","150","3659","220","5097","190","1681","170","1401","200","369","40","203","180","525","410","42616","170","247","0","0","0","0","410","7932","190","1034","200","876","270",2013
"4506","38555","$200,000 or more","120","340","120","40229","90","17272","100","419","70","1087","50","8727","0","70","3010","30","1682","30","1041","0","0","30","655","90","4544","80","2166","60","814","90","267","0","0","80","340","120","34295","50","85","0","0","0","0","120","9435","60","1201","50","672","110",2013
"4507",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4508","38556","Total","4240","8920","2950","162275","3460","114425","1060","1427","330","627","880","9484","260","330","3570","320","4829","760","14298","280","982","560","5728","450","9384","340","2360","320","2478","360","499","30","115","380","797","2700","93916","1090","1085","1410","3461","1220","2893","2860","17313","490","2278","3620","9829","2730",2013
"4509","38556","$1 under $25,000","2280","3990","1330","28474","1750","21316","330","362","80","113","480","3618","70","70","104","100","606","280","2525","150","492","80","135","50","910","40","111","30","231","40","32","0","0","40","45","790","4461","190","49","1070","2787","950","2340","1110","1005","170","123","2000","4687","1340",2013
"4510","38556","$25,000 under $50,000","1040","2440","820","37267","910","29859","270","330","90","175","190","1111","80","80","139","80","726","200","3838","80","304","230","1301","100","1585","60","236","70","423","80","67","0","0","90","111","990","16774","470","352","340","674","270","553","860","1868","110","167","920","2786","710",2013
"4511","38556","$50,000 under $75,000","510","1370","450","31425","460","24815","200","165","60","76","100","392","50","60","558","60","715","140","3191","30","105","130","1712","110","2074","80","390","80","521","80","86","30","115","90","156","510","19370","260","405","0","0","0","0","480","2236","80","139","430","1280","370",2013
"4512","38556","$75,000 under $100,000","210","590","190","18424","180","13110","110","138","40","61","50","819","20","40","164","40","930","70","2020","20","81","60","1226","70","1495","60","282","50","429","60","86","0","0","60","141","210","12870","100","173","0","0","0","0","210","1791","50","234","160","527","150",2013
"4513","38556","$100,000 under $200,000","150","390","110","19034","120","11715","100","115","60","202","40","1054","40","40","939","40","1852","70","2724","0","0","60","1354","80","1760","60","335","70","634","70","131","0","0","60","195","150","14887","70","106","0","0","0","0","150","2589","60","413","110","549","110",2013
"4514","38556","$200,000 or more","50","140","50","27651","40","13610","50","317","0","0","20","2490","0","40","1666","0","0","0","0","0","0","0","0","40","1560","40","1006","20","240","30","97","0","0","40","149","50","25554","0","0","0","0","0","0","50","7824","20","1202","0","0","50",2013
"4515",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4516","38558","Total","4130","7380","510","254468","1640","50634","2820","3971","2030","11675","500","4783","0","1850","8945","2060","38610","2890","91558","230","726","2650","40532","1410","30605","1290","6534","970","6937","1280","2643","210","1159","1100","2421","3270","171368","1030","520","260","449","210","363","3270","26699","1130","3269","2500","5488","1920",2013
"4517","38558","$1 under $25,000","1190","1850","200","15420","470","4531","610","467","360","839","170","844","0","350","-135","400","2843","580","5668","70","230","290","514","210","3809","180","453","130","680","170","250","30","39","180","212","370","1980","80","14","210","363","170","291","450","343","120","82","780","1147","480",2013
"4518","38558","$25,000 under $50,000","890","1600","130","32714","360","7958","570","604","410","1331","100","623","0","350","266","450","5029","620","12121","50","180","680","4844","260","4816","230","664","170","1085","230","337","0","0","220","372","850","14528","240","91","50","86","40","72","800","1616","180","183","660","1363","400",2013
"4519","38558","$50,000 under $75,000","710","1300","60","44565","250","6412","530","662","380","1748","70","479","0","330","788","400","6658","590","18068","50","89","590","9698","240","4752","220","917","160","996","220","323","20","84","200","394","710","28910","210","83","0","0","0","0","700","3757","250","443","430","916","330",2013
"4520","38558","$75,000 under $100,000","590","1140","40","51204","220","6222","480","730","370","2053","70","661","0","340","1175","370","7609","510","20826","30","103","510","11581","240","5551","230","1103","180","1272","230","474","30","132","200","455","590","36694","190","76","0","0","0","0","580","4979","230","469","320","832","290",2013
"4521","38558","$100,000 under $200,000","650","1290","80","84717","280","16254","540","1276","430","3837","90","2176","0","410","3685","400","13717","520","30486","30","124","510","12306","390","9553","370","2856","280","2387","370","1000","100","534","270","833","650","66609","260","114","0","0","0","0","640","11140","300","1289","280","982","360",2013
"4522","38558","$200,000 or more","100","200","0","25848","60","9257","90","232","80","1867","0","0","0","70","3166","40","2754","70","4389","0","0","70","1589","70","2124","60","541","50","517","60","259","30","370","30","155","100","22647","50","142","0","0","0","0","100","4864","50","803","30","248","60",2013
"4523",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4524","38559","Total","530","1100","350","17201","420","12429","120","88","20","50","100","889","60","40","116","40","279","110","1671","40","208","70","765","50","954","40","142","40","189","50","44","0","0","50","95","350","8814","150","112","170","411","150","356","350","1217","60","103","450","1207","340",2013
"4525","38559","$1 under $25,000","270","460","150","3352","200","2403","40","19","20","50","50","397","0","0","0","0","0","40","425","40","208","0","0","20","321","0","0","0","0","0","0","0","0","0","0","100","568","30","5","110","294","100","253","130","119","30","28","240","556","160",2013
"4526","38559","$25,000 under $50,000","150","380","140","5330","130","4307","60","55","0","0","30","224","60","40","116","40","279","30","508","0","0","40","163","0","0","0","0","0","0","0","0","0","0","0","0","140","2259","80","57","60","117","50","103","110","229","0","0","140","472","100",2013
"4527","38559","$50,000 under $75,000","60","150","40","3708","50","2703","0","0","0","0","20","268","0","0","0","0","0","40","738","0","0","30","602","30","633","40","142","40","189","50","44","0","0","50","95","60","2298","40","50","0","0","0","0","60","304","30","75","40","101","50",2013
"4528","38559","$75,000 under $100,000","50","110","20","4811","40","3016","20","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","3689","0","0","0","0","0","0","50","565","0","0","30","78","30",2013
"4529","38559","$100,000 under $200,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4530","38559","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"4531",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"4532","38560","Total","540","1090","340","21626","460","15913","160","58","40","91","50","521","70","60","224","30","255","120","2036","30","90","60","763","40","837","30","93","30","235","30","38","0","0","30","62","390","12964","160","166","120","292","110","265","370","1876","50","83","450","1268","350",2013
"4533","38560","$1 under $25,000","220","340","100","2600","180","2002","50","14","0","0","20","218","0","40","62","30","255","40","264","30","90","30","142","0","0","0","0","0","0","0","0","0","0","0","0","80","447","0","0","80","212","70","193","90","76","20","15","190","392","140",2013
